ID2,X,Year,Measurement.date,Unit.x,Plot.x,Species.x,Number,Health,Condition,HT.cm,RCD.mm,Notes,ID3,ID.x,ID4,HT.cm.initial,RCD.mm.initial,Soil,Slash,VSMxtree,Planting.date,MT,Treatment,SGgw,Time.months,Biomass.g,Biomass.initial.g,RG.g.month,survival,bi.cond,placeholder,MYC,ID_new.x,Unit.y,Species.y,myc.legacy.type,myc.species.type,Plot.y,Num.,Tag.ID,Prox,plot,Position,N15.corrected,Location,ID.y,REALGrowth,myc.species..type,Survival,Moisture,leg_pos,ID_new.y,growth_prcnt_chnge,prcnt_chnge_growth,PCG,myc_pos
14.5.QURU.12,2222,2022,9/12/2022,14,5,QURU,12,V,"T, H1",33,6.2,,2022.14.5.QURU.12,14.5,2022.14.5.QURU,38.5,3.5,U,1,44.1,5/18/2021,EcM,Cut,0.56,16.06666667,7.43521856,2.764351333,0.290717877,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,12,14_5 QURU_12,Center,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,44.1,EcM Edge,14.5.QURU.12,0,0,-14.28571429,EcM Edge
14.5.QURU.12,2222,2022,9/12/2022,14,5,QURU,12,V,"T, H1",33,6.2,,2022.14.5.QURU.12,14.5,2022.14.5.QURU,38.5,3.5,U,1,44.1,5/18/2021,EcM,Cut,0.56,16.06666667,7.43521856,2.764351333,0.290717877,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,12,14_5 QURU_12,Center,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,44.1,EcM Center,14.5.QURU.12,0,0,-14.28571429,EcM Center
14.5.QURU.12,2222,2022,9/12/2022,14,5,QURU,12,V,"T, H1",33,6.2,,2022.14.5.QURU.12,14.5,2022.14.5.QURU,38.5,3.5,U,1,44.1,5/18/2021,EcM,Cut,0.56,16.06666667,7.43521856,2.764351333,0.290717877,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,12,14_5 QURU_12,Center,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,44.1,EcM Center,14.5.QURU.12,0,0,-14.28571429,EcM Center
14.5.QURU.12,2222,2022,9/12/2022,14,5,QURU,12,V,"T, H1",33,6.2,,2022.14.5.QURU.12,14.5,2022.14.5.QURU,38.5,3.5,U,1,44.1,5/18/2021,EcM,Cut,0.56,16.06666667,7.43521856,2.764351333,0.290717877,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,12,14_5 QURU_12,Center,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,44.1,EcM Edge,14.5.QURU.12,0,0,-14.28571429,EcM Edge
14.5.QURU.12,2222,2022,9/12/2022,14,5,QURU,12,V,"T, H1",33,6.2,,2022.14.5.QURU.12,14.5,2022.14.5.QURU,38.5,3.5,U,1,44.1,5/18/2021,EcM,Cut,0.56,16.06666667,7.43521856,2.764351333,0.290717877,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,12,14_5 QURU_12,Center,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,44.1,EcM Center,14.5.QURU.12,0,0,-14.28571429,EcM Center
14.5.QURU.13,937,2021,8/23/2021,14,5,QURU,13,L,HI2 ,49,7.1,,2021.14.5.QURU.13,14.5,2021.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,3.233333333,14.47802085,6.382992,2.503617171,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,7,Edge,5.945458028,14_7,14_7.Edge.QURU,88.48680934,EcM,1,32.2,EcM Edge,14.5.QURU.13,0,0,36.11111111,EcM Edge
14.5.QURU.13,937,2021,8/23/2021,14,5,QURU,13,L,HI2 ,49,7.1,,2021.14.5.QURU.13,14.5,2021.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,3.233333333,14.47802085,6.382992,2.503617171,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,32.2,EcM Edge,14.5.QURU.13,0,0,36.11111111,EcM Edge
14.5.QURU.13,937,2021,8/23/2021,14,5,QURU,13,L,HI2 ,49,7.1,,2021.14.5.QURU.13,14.5,2021.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,3.233333333,14.47802085,6.382992,2.503617171,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,32.2,EcM Edge,14.5.QURU.13,0,0,36.11111111,EcM Edge
14.5.QURU.13,937,2021,8/23/2021,14,5,QURU,13,L,HI2 ,49,7.1,,2021.14.5.QURU.13,14.5,2021.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,3.233333333,14.47802085,6.382992,2.503617171,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,32.2,EcM Center,14.5.QURU.13,0,0,36.11111111,EcM Center
14.5.QURU.13,937,2021,8/23/2021,14,5,QURU,13,L,HI2 ,49,7.1,,2021.14.5.QURU.13,14.5,2021.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,3.233333333,14.47802085,6.382992,2.503617171,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,32.2,EcM Center,14.5.QURU.13,0,0,36.11111111,EcM Center
14.5.QURU.13,937,2021,8/23/2021,14,5,QURU,13,L,HI2 ,49,7.1,,2021.14.5.QURU.13,14.5,2021.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,3.233333333,14.47802085,6.382992,2.503617171,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,32.2,EcM Center,14.5.QURU.13,0,0,36.11111111,EcM Center
14.5.QURU.13,2223,2022,9/12/2022,14,5,QURU,13,L,H1,55,7.8,,2022.14.5.QURU.13,14.5,2022.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,16.06666667,19.6131936,6.382992,0.823456531,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,7,Edge,5.945458028,14_7,14_7.Edge.QURU,88.48680934,EcM,1,32.2,EcM Edge,14.5.QURU.13,0,0,52.77777778,EcM Edge
14.5.QURU.13,2223,2022,9/12/2022,14,5,QURU,13,L,H1,55,7.8,,2022.14.5.QURU.13,14.5,2022.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,16.06666667,19.6131936,6.382992,0.823456531,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,32.2,EcM Edge,14.5.QURU.13,0,0,52.77777778,EcM Edge
14.5.QURU.13,2223,2022,9/12/2022,14,5,QURU,13,L,H1,55,7.8,,2022.14.5.QURU.13,14.5,2022.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,16.06666667,19.6131936,6.382992,0.823456531,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,32.2,EcM Edge,14.5.QURU.13,0,0,52.77777778,EcM Edge
14.5.QURU.13,2223,2022,9/12/2022,14,5,QURU,13,L,H1,55,7.8,,2022.14.5.QURU.13,14.5,2022.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,16.06666667,19.6131936,6.382992,0.823456531,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,32.2,EcM Center,14.5.QURU.13,0,0,52.77777778,EcM Center
14.5.QURU.13,2223,2022,9/12/2022,14,5,QURU,13,L,H1,55,7.8,,2022.14.5.QURU.13,14.5,2022.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,16.06666667,19.6131936,6.382992,0.823456531,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,32.2,EcM Center,14.5.QURU.13,0,0,52.77777778,EcM Center
14.5.QURU.13,2223,2022,9/12/2022,14,5,QURU,13,L,H1,55,7.8,,2022.14.5.QURU.13,14.5,2022.14.5.QURU,36,5.5,U,1,32.2,5/18/2021,EcM,Cut,0.56,16.06666667,19.6131936,6.382992,0.823456531,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,13,14_5 QURU_13,Center,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,32.2,EcM Center,14.5.QURU.13,0,0,52.77777778,EcM Center
14.5.QURU.14,938,2021,8/23/2021,14,5,QURU,14,L,HI1 ,36,5.2,,2021.14.5.QURU.14,14.5,2021.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,3.233333333,5.70565632,1.8410448,1.195240676,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,28.8,EcM Center,14.5.QURU.14,0,0,3.151862464,EcM Center
14.5.QURU.14,938,2021,8/23/2021,14,5,QURU,14,L,HI1 ,36,5.2,,2021.14.5.QURU.14,14.5,2021.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,3.233333333,5.70565632,1.8410448,1.195240676,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,28.8,EcM Edge,14.5.QURU.14,0,0,3.151862464,EcM Edge
14.5.QURU.14,938,2021,8/23/2021,14,5,QURU,14,L,HI1 ,36,5.2,,2021.14.5.QURU.14,14.5,2021.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,3.233333333,5.70565632,1.8410448,1.195240676,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,28.8,EcM Edge,14.5.QURU.14,0,0,3.151862464,EcM Edge
14.5.QURU.14,938,2021,8/23/2021,14,5,QURU,14,L,HI1 ,36,5.2,,2021.14.5.QURU.14,14.5,2021.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,3.233333333,5.70565632,1.8410448,1.195240676,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,28.8,EcM Center,14.5.QURU.14,0,0,3.151862464,EcM Center
14.5.QURU.14,938,2021,8/23/2021,14,5,QURU,14,L,HI1 ,36,5.2,,2021.14.5.QURU.14,14.5,2021.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,3.233333333,5.70565632,1.8410448,1.195240676,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,28.8,EcM Center,14.5.QURU.14,0,0,3.151862464,EcM Center
14.5.QURU.14,938,2021,8/23/2021,14,5,QURU,14,L,HI1 ,36,5.2,,2021.14.5.QURU.14,14.5,2021.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,3.233333333,5.70565632,1.8410448,1.195240676,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,7,Edge,5.945458028,14_7,14_7.Edge.QURU,88.48680934,EcM,1,28.8,EcM Edge,14.5.QURU.14,0,0,3.151862464,EcM Edge
14.5.QURU.14,2224,2022,9/12/2022,14,5,QURU,14,L,H2,50,7.4,,2022.14.5.QURU.14,14.5,2022.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,16.06666667,16.04833067,1.8410448,0.884270905,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,28.8,EcM Center,14.5.QURU.14,0,0,43.26647564,EcM Center
14.5.QURU.14,2224,2022,9/12/2022,14,5,QURU,14,L,H2,50,7.4,,2022.14.5.QURU.14,14.5,2022.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,16.06666667,16.04833067,1.8410448,0.884270905,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,28.8,EcM Edge,14.5.QURU.14,0,0,43.26647564,EcM Edge
14.5.QURU.14,2224,2022,9/12/2022,14,5,QURU,14,L,H2,50,7.4,,2022.14.5.QURU.14,14.5,2022.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,16.06666667,16.04833067,1.8410448,0.884270905,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,28.8,EcM Edge,14.5.QURU.14,0,0,43.26647564,EcM Edge
14.5.QURU.14,2224,2022,9/12/2022,14,5,QURU,14,L,H2,50,7.4,,2022.14.5.QURU.14,14.5,2022.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,16.06666667,16.04833067,1.8410448,0.884270905,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,28.8,EcM Center,14.5.QURU.14,0,0,43.26647564,EcM Center
14.5.QURU.14,2224,2022,9/12/2022,14,5,QURU,14,L,H2,50,7.4,,2022.14.5.QURU.14,14.5,2022.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,16.06666667,16.04833067,1.8410448,0.884270905,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,28.8,EcM Center,14.5.QURU.14,0,0,43.26647564,EcM Center
14.5.QURU.14,2224,2022,9/12/2022,14,5,QURU,14,L,H2,50,7.4,,2022.14.5.QURU.14,14.5,2022.14.5.QURU,34.9,3,U,1,28.8,5/18/2021,EcM,Cut,0.56,16.06666667,16.04833067,1.8410448,0.884270905,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,14,14_5 QURU_14,Edge,7,Edge,5.945458028,14_7,14_7.Edge.QURU,88.48680934,EcM,1,28.8,EcM Edge,14.5.QURU.14,0,0,43.26647564,EcM Edge
14.5.QURU.15,939,2021,8/23/2021,14,5,QURU,15,L,0,42.5,4.3,,2021.14.5.QURU.15,14.5,2021.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,3.233333333,4.605982267,1.542263333,0.947541938,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,31.1,EcM Center,14.5.QURU.15,0,0,0.950118765,EcM Center
14.5.QURU.15,939,2021,8/23/2021,14,5,QURU,15,L,0,42.5,4.3,,2021.14.5.QURU.15,14.5,2021.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,3.233333333,4.605982267,1.542263333,0.947541938,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,31.1,EcM Edge,14.5.QURU.15,0,0,0.950118765,EcM Edge
14.5.QURU.15,939,2021,8/23/2021,14,5,QURU,15,L,0,42.5,4.3,,2021.14.5.QURU.15,14.5,2021.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,3.233333333,4.605982267,1.542263333,0.947541938,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,31.1,EcM Center,14.5.QURU.15,0,0,0.950118765,EcM Center
14.5.QURU.15,939,2021,8/23/2021,14,5,QURU,15,L,0,42.5,4.3,,2021.14.5.QURU.15,14.5,2021.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,3.233333333,4.605982267,1.542263333,0.947541938,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,31.1,EcM Center,14.5.QURU.15,0,0,0.950118765,EcM Center
14.5.QURU.15,939,2021,8/23/2021,14,5,QURU,15,L,0,42.5,4.3,,2021.14.5.QURU.15,14.5,2021.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,3.233333333,4.605982267,1.542263333,0.947541938,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,7,Edge,5.945458028,14_7,14_7.Edge.QURU,88.48680934,EcM,1,31.1,EcM Edge,14.5.QURU.15,0,0,0.950118765,EcM Edge
14.5.QURU.15,939,2021,8/23/2021,14,5,QURU,15,L,0,42.5,4.3,,2021.14.5.QURU.15,14.5,2021.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,3.233333333,4.605982267,1.542263333,0.947541938,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,31.1,EcM Edge,14.5.QURU.15,0,0,0.950118765,EcM Edge
14.5.QURU.15,2225,2022,9/12/2022,14,5,QURU,15,L,H2,64,9.9,,2022.14.5.QURU.15,14.5,2022.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,16.06666667,36.76603392,1.542263333,2.192350866,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,31.1,EcM Center,14.5.QURU.15,0,0,52.01900238,EcM Center
14.5.QURU.15,2225,2022,9/12/2022,14,5,QURU,15,L,H2,64,9.9,,2022.14.5.QURU.15,14.5,2022.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,16.06666667,36.76603392,1.542263333,2.192350866,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,31.1,EcM Edge,14.5.QURU.15,0,0,52.01900238,EcM Edge
14.5.QURU.15,2225,2022,9/12/2022,14,5,QURU,15,L,H2,64,9.9,,2022.14.5.QURU.15,14.5,2022.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,16.06666667,36.76603392,1.542263333,2.192350866,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,31.1,EcM Center,14.5.QURU.15,0,0,52.01900238,EcM Center
14.5.QURU.15,2225,2022,9/12/2022,14,5,QURU,15,L,H2,64,9.9,,2022.14.5.QURU.15,14.5,2022.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,16.06666667,36.76603392,1.542263333,2.192350866,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,31.1,EcM Center,14.5.QURU.15,0,0,52.01900238,EcM Center
14.5.QURU.15,2225,2022,9/12/2022,14,5,QURU,15,L,H2,64,9.9,,2022.14.5.QURU.15,14.5,2022.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,16.06666667,36.76603392,1.542263333,2.192350866,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,7,Edge,5.945458028,14_7,14_7.Edge.QURU,88.48680934,EcM,1,31.1,EcM Edge,14.5.QURU.15,0,0,52.01900238,EcM Edge
14.5.QURU.15,2225,2022,9/12/2022,14,5,QURU,15,L,H2,64,9.9,,2022.14.5.QURU.15,14.5,2022.14.5.QURU,42.1,2.5,U,3,31.1,5/18/2021,EcM,Cut,0.56,16.06666667,36.76603392,1.542263333,2.192350866,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,15,14_5 QURU_15,Edge,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,31.1,EcM Edge,14.5.QURU.15,0,0,52.01900238,EcM Edge
14.5.QURU.16,940,2021,8/23/2021,14,5,QURU,16,L,HI2 ,42,5,,2021.14.5.QURU.16,14.5,2021.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,3.233333333,6.1544,4.32144384,0.566893658,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,35.5,EcM Center,14.5.QURU.16,0,0,31.25,EcM Center
14.5.QURU.16,940,2021,8/23/2021,14,5,QURU,16,L,HI2 ,42,5,,2021.14.5.QURU.16,14.5,2021.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,3.233333333,6.1544,4.32144384,0.566893658,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,35.5,EcM Center,14.5.QURU.16,0,0,31.25,EcM Center
14.5.QURU.16,940,2021,8/23/2021,14,5,QURU,16,L,HI2 ,42,5,,2021.14.5.QURU.16,14.5,2021.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,3.233333333,6.1544,4.32144384,0.566893658,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,35.5,EcM Center,14.5.QURU.16,0,0,31.25,EcM Center
14.5.QURU.16,940,2021,8/23/2021,14,5,QURU,16,L,HI2 ,42,5,,2021.14.5.QURU.16,14.5,2021.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,3.233333333,6.1544,4.32144384,0.566893658,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,35.5,EcM Edge,14.5.QURU.16,0,0,31.25,EcM Edge
14.5.QURU.16,940,2021,8/23/2021,14,5,QURU,16,L,HI2 ,42,5,,2021.14.5.QURU.16,14.5,2021.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,3.233333333,6.1544,4.32144384,0.566893658,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,35.5,EcM Edge,14.5.QURU.16,0,0,31.25,EcM Edge
14.5.QURU.16,940,2021,8/23/2021,14,5,QURU,16,L,HI2 ,42,5,,2021.14.5.QURU.16,14.5,2021.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,3.233333333,6.1544,4.32144384,0.566893658,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,7,Edge,5.945458028,14_7,14_7.Edge.QURU,88.48680934,EcM,1,35.5,EcM Edge,14.5.QURU.16,0,0,31.25,EcM Edge
14.5.QURU.16,2226,2022,9/12/2022,14,5,QURU,16,L,H1,49,8.5,,2022.14.5.QURU.16,14.5,2022.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,16.06666667,20.75058533,4.32144384,1.022560674,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,6,Center,6.091758425,14_6,14_6.Center.QURU,159.2749477,EcM,1,35.5,EcM Center,14.5.QURU.16,0,0,53.125,EcM Center
14.5.QURU.16,2226,2022,9/12/2022,14,5,QURU,16,L,H1,49,8.5,,2022.14.5.QURU.16,14.5,2022.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,16.06666667,20.75058533,4.32144384,1.022560674,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,5,Center,3.116826983,14_5,14_5.Center.QURU,3.985597784,EcM,1,35.5,EcM Center,14.5.QURU.16,0,0,53.125,EcM Center
14.5.QURU.16,2226,2022,9/12/2022,14,5,QURU,16,L,H1,49,8.5,,2022.14.5.QURU.16,14.5,2022.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,16.06666667,20.75058533,4.32144384,1.022560674,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,7,Center,4.91456743,14_7,14_7.Center.QURU,-40.01273014,EcM,1,35.5,EcM Center,14.5.QURU.16,0,0,53.125,EcM Center
14.5.QURU.16,2226,2022,9/12/2022,14,5,QURU,16,L,H1,49,8.5,,2022.14.5.QURU.16,14.5,2022.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,16.06666667,20.75058533,4.32144384,1.022560674,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,5,Edge,4.335460109,14_5,14_5.Edge.QURU,4.08653539,EcM,1,35.5,EcM Edge,14.5.QURU.16,0,0,53.125,EcM Edge
14.5.QURU.16,2226,2022,9/12/2022,14,5,QURU,16,L,H1,49,8.5,,2022.14.5.QURU.16,14.5,2022.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,16.06666667,20.75058533,4.32144384,1.022560674,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,6,Edge,5.723555509,14_6,14_6.Edge.QURU,10.00347706,EcM,1,35.5,EcM Edge,14.5.QURU.16,0,0,53.125,EcM Edge
14.5.QURU.16,2226,2022,9/12/2022,14,5,QURU,16,L,H1,49,8.5,,2022.14.5.QURU.16,14.5,2022.14.5.QURU,32,4.8,U,1,35.5,5/18/2021,EcM,Cut,0.56,16.06666667,20.75058533,4.32144384,1.022560674,1,1,1,EcM.s,____________,14,QURU,EcM,EcM,5,16,14_5 QURU_16,Edge,7,Edge,5.945458028,14_7,14_7.Edge.QURU,88.48680934,EcM,1,35.5,EcM Edge,14.5.QURU.16,0,0,53.125,EcM Edge
